img,time,lat,lon,dir,blart_txt,other_txt,bold,eyes,nose,simpson,spray,main_col,black,pink,blue,yellow,red,green,white,base,base_mat,private_prop,new_img_req,unsure,notes
IMG_5234.jpg,2026:03:02 18:01:15,62.6006,29.749194,309.8,True,,False,False,False,False,True,pink,False,True,False,False,False,False,False,jakokaappi,metalli,False,False,False,
IMG_5235.jpg,2026:03:02 18:01:19,62.600589,29.749175,317.59,False,,False,True,True,True,True,black,True,False,False,False,False,False,False,jakokaappi,metalli,False,False,False,
IMG_7224.jpg,2026:03:26 15:30:21,62.60165,29.765769,12.91,True,,False,True,False,False,True,pink,False,True,False,False,False,False,False,seinä,metalli,True,False,False,
IMG_5427.jpg,2026:03:25 18:02:36,62.595306,29.802589,278.87,False,LOVE,False,True,True,False,True,blue,False,False,True,False,False,False,False,alikulku,betoni,False,False,False,
IMG_7230.jpg,2026:03:26 16:16:56,62.587006,29.773714,8.66,False,,False,True,False,False,True,pink,False,True,False,False,False,False,False,alikulku,betoni,False,False,True,robottinaama
IMG_6890.jpg,2026:03:01 16:20:40,62.611981,29.773189,242.27,True,,False,True,False,False,True,black,True,False,False,False,False,False,False,jakokaappi,metalli,False,True,False,
IMG_6853.jpg,2026:02:28 17:23:02,62.587653,29.771344,84.24,False,,False,True,False,False,True,pink,False,True,False,False,False,False,False,jakokaappi,metalli,False,False,True,
IMG_5394.jpg,2026:03:18 17:20:17,62.595589,29.768661,250.14,True,,False,False,False,False,True,black,True,False,False,False,False,False,False,jakokaappi,metalli,False,False,False,
IMG_7226.jpg,2026:03:26 15:54:22,62.587636,29.777231,192.57,True,,True,True,False,False,True,black,True,False,False,False,False,False,False,muuntamo,tiili,False,False,False,sydämiä
IMG_6892.jpg,2026:03:01 16:21:51,62.612703,29.772494,245.77,True,,False,False,False,False,True,pink,False,True,False,False,False,False,False,jakokaappi,metalli,False,False,False,
IMG_7232.jpg,2026:03:26 16:17:42,62.587003,29.773903,324.09,True,,False,True,True,False,True,black,True,True,False,False,False,False,False,alikulku,betoni,False,False,False,outo kuva
IMG_5425.jpg,2026:03:25 17:59:15,62.597286,29.805983,134.98,True,,False,False,False,False,True,black,True,False,False,False,False,False,False,jakokaappi,metalli,False,False,False,alleviivattu
IMG_7192.jpg,2026:03:23 20:36:31,62.595936,29.772972,8.98,True,...,False,False,False,False,True,black,True,False,False,False,False,False,False,kaide,muovi/pleksi,False,False,False,
IMG_7353.jpg,2026:04:01 16:28:09,62.618089,29.788644,273.67,True,,False,False,False,False,False,pink,False,True,False,False,False,False,False,jakokaappi,metalli,False,False,False,kaksi Blartia
IMG_6893.jpg,2026:03:01 16:26:55,62.613725,29.776947,89.1,True,,False,False,False,False,True,red,False,False,False,False,True,False,False,jakokaappi,metalli,False,True,False,
IMG_5424.jpg,2026:03:25 17:50:13,62.603058,29.810189,355.06,True,,False,False,False,False,True,black,True,False,False,False,False,False,False,muu,metalli,False,False,False,
IMG_7233.jpg,2026:03:26 16:17:48,62.587003,29.773903,321.71,False,WOW!,False,True,True,True,True,black,True,False,False,False,False,False,False,alikulku,betoni,False,False,False,
IMG_7227.jpg,2026:03:26 15:59:26,62.583614,29.778683,239.53,True,,False,True,True,False,False,blue,False,False,True,False,False,False,False,jakokaappi,metalli,False,False,False,
IMG_5430.jpg,2026:03:25 18:47:02,62.601944,29.746686,34.48,True,LOVES BMX,True,True,True,True,True,pink,False,True,False,False,False,False,False,skeittiramppi,muu,False,False,False,
